"","...1","...2","...3",":id",":version",":created_at",":updated_at","record_id","site","state_territory","source","county_fips","counties_served","population_served","sample_id","sample_collect_date","sample_type","sample_matrix","sample_location","flow_rate","concentration_method","pasteurized","pcr_type","extraction_method","major_lab_method","inhibition_detect","inhibition_adjust","ntc_amplify","pcr_target","pcr_gene_target_agg","pcr_target_avg_conc","pcr_target_units","lod_sewage","pcr_target_detect","pcr_target_avg_conc_lin","pcr_target_flowpop_lin","pcr_target_mic_lin","hum_frac_target_mic","hum_frac_mic_conc","hum_frac_mic_unit","rec_eff_percent","rec_eff_target_name","rec_eff_spike_matrix","rec_eff_spike_conc","date_updated","year"
"119",119,119,621,"row-c3g9-pwwv.jnw2","rv-a72n-zeb7~8cke",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"6e4e87aeb68852c10989e4c596eceb49",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"061cb736a34f1b75df9a88aeb5ca1c01",2026-06-23,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",315565948.9146,"copies/g dry sludge",130.9,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"120",120,120,643,"row-x7d3_jaag~vyvt","rv-k89j~rqt8~mju8",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"87561327a54f0af49f50795eb62de8de",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"ca75ff7215b4efa670d2121d82ead1c4",2026-06-09,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",256435652.06349,"copies/g dry sludge",98.9,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"121",121,121,648,"row-k7es-tuk7_53kj","rv-34b5_crh8-e5p6",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"04f6e511d6721dd27e0bc3a7773b1bbe",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"31f0274d0106da23c5f6d88491a0fcd7",2026-04-06,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",55519.75642,"copies/g dry sludge",1100,"yes",55519.75642,NA,0.00015,"pepper mild mottle virus",382046887.1405,"copies/g dry sludge",124.5,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"122",122,122,663,"row-22th-8mdg_rfmf","rv-fwhd.4hjw_qh6a",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"57b679893a3afb8114d93e3fd6c353ac",1966,"vt","WastewaterSCAN",50007,"Chittenden",16000,"e27399046952748203a9e59fd7e950f4",2026-04-02,"24-hr time-weighted composite","post grit removal","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",32986.73291,"copies/g dry sludge",1100,"yes",32986.73291,NA,0.00011,"pepper mild mottle virus",293366244.0132,"copies/g dry sludge",144.2,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"123",123,123,664,"row-8x5n_mrin~cgfb","rv-6cer_mg3b.wgjj",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"37c52c3b17638bf12a2521516685b342",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"6ed18eb31bc9287db1fcb0b5a2ac124c",2026-05-07,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",33948.67344,"copies/g dry sludge",1100,"yes",33948.67344,NA,0.00011,"pepper mild mottle virus",297039445.25,"copies/g dry sludge",94.8,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"124",124,124,673,"row-yyba-2g9b-48gg","rv-35p3.hkx6.j7z9",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"cadf17089dfd5c936e6a956828cf9f46",1966,"vt","WastewaterSCAN",50007,"Chittenden",16000,"b69f30e22ad45f8d155e624d62d396ed",2026-01-27,"24-hr time-weighted composite","post grit removal","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",64196.53188,"copies/g dry sludge",1100,"yes",64196.53188,NA,6e-04,"pepper mild mottle virus",106578485.74959,"copies/g dry sludge",170,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"125",125,125,678,"row-wesy~cptj~dgca","rv-hm8d-na9h_mdd8",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"9973fd0c27175f2f8362145897b67ecd",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"cd78ddce68bb38afc853a8a6306e59bd",2026-01-29,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",16054.65696,"copies/g dry sludge",1100,"yes",16054.65696,NA,6e-05,"pepper mild mottle virus",262162510.1844,"copies/g dry sludge",307.2,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"126",126,126,681,"row-qzhc.y43q-ej8s","rv-7wz5.4gd3.iqu6",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"1ad8658f2921cfdda7d75f356fc5b9db",1967,"vt","CDC_Verily",50007,"Chittenden",25000,"8937e3c21537b260948e3a78a56dc882",2026-05-26,"24-hr flow-weighted composite","post grit removal","wwtp",0,"ceres nanotrap","no","ddpcr","thermo magmax viral/pathogen nucleic acid isolation kit",2,"no","no","no","rsv","rsv-a and rsv-b combined",0,"copies/l wastewater",1500,"no",750,NA,2e-05,"pepper mild mottle virus",34386052.06154,"copies/l wastewater",73.4,"bcov vaccine","clarified sample",5,2026-07-24 11:01:00,2026
"127",127,127,684,"row-s2cp.rnht_e89s","rv-qx2c~9tu2-myns",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"64e39979694eb10e1dfc021997f852b8",1966,"vt","WastewaterSCAN",50007,"Chittenden",16000,"598fefde07fa8eb6329a522ff9017c98",2026-03-19,"24-hr time-weighted composite","post grit removal","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",63084.95193,"copies/g dry sludge",1100,"yes",63084.95193,NA,0.00016,"pepper mild mottle virus",405441958.59176,"copies/g dry sludge",108.2,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"128",128,128,685,"row-pihy_psm9~uqck","rv-rxxz.69vx~sxb5",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"7f4bbe57c7b8502f9b1ccf431d7b9ea3",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"d8a8206f3d747e38590852d52372a46c",2026-02-11,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",63168.71467,"copies/g dry sludge",1100,"yes",63168.71467,NA,0.00017,"pepper mild mottle virus",362451903,"copies/g dry sludge",124.3,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"129",129,129,694,"row-xtd7~6vbn-bm47","rv-sb44~39tg-w5hy",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"593e415b315269e3c2a6c8b4e9a6fac9",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"9df3b3c182aef081fa04d773fb33ea0f",2026-06-22,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",158634782.20649,"copies/g dry sludge",109.7,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"130",130,130,700,"row-34g5_3xqd-5qng","rv-5bex.7w4s_q7va",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"0ec761d20915d6642985c9e2712d9c41",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"08d30de1baab08a08cdb05c26ec6282d",2026-03-31,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",198703.57866,"copies/g dry sludge",1100,"yes",198703.57866,NA,0.00075,"pepper mild mottle virus",266347639.52511,"copies/g dry sludge",173.5,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"131",131,131,701,"row-w2n4~dshf_pykj","rv-5nqx.rvhk_bz3s",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"9267cdc0cdc8cc5f8a65caed082a551e",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"ede9cc7dc3f6341ed59517cb00f83161",2026-06-05,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",277526455.25683,"copies/g dry sludge",55.1,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"132",132,132,716,"row-y9vn~yd8u~uhcf","rv-4umn~ymj7_r3ic",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"ff08c0a389a6e64972c12278d61a451d",1967,"vt","CDC_Verily",50007,"Chittenden",25000,"2b0b5e602b8778e56355f56b3acccd50",2026-07-21,"24-hr flow-weighted composite","post grit removal","wwtp",0,"ceres nanotrap","no","ddpcr","thermo magmax viral/pathogen nucleic acid isolation kit",2,"no","no","no","rsv","rsv-a and rsv-b combined",0,"copies/l wastewater",1500,"no",750,NA,1e-05,"pepper mild mottle virus",129306434.04308,"copies/l wastewater",146.3,"bcov vaccine","clarified sample",5,2026-07-24 11:01:00,2026
"133",133,133,717,"row-4kpb.fpci~qwnk","rv-vxpq~ygj5_5k3q",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"06c267f8282653e1cb5a743e8e61b696",1966,"vt","WastewaterSCAN",50007,"Chittenden",16000,"11f8407fac1cb21b4b0e152dd9901828",2026-06-16,"24-hr time-weighted composite","post grit removal","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",219626277.39326,"copies/g dry sludge",96,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"134",134,134,723,"row-dt47-pask-7e85","rv-djhq~n7xj~nbdb",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"0b28088546b3f956fd0083d623714d2f",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"4689d6afee82e300b388bf99296f6e54",2026-05-13,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",10779.78819,"copies/g dry sludge",1100,"yes",10779.78819,NA,2e-05,"pepper mild mottle virus",463008045.0312,"copies/g dry sludge",154,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"135",135,135,724,"row-igdq-b6h4~kbqs","rv-r8m6-iqgp.vg4j",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"2a602434b43c4f1e15b4641c350c4314",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"49a9f87552947c5e9bc9f64b941265d3",2026-04-29,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",39275.05291,"copies/g dry sludge",1100,"yes",39275.05291,NA,0.00011,"pepper mild mottle virus",346510311.98441,"copies/g dry sludge",135.1,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"136",136,136,731,"row-pupd~9a8t_zscd","rv-c2g4~jraq~mriv",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"b1c5649c20a6c5ae4ded157564a284d4",1966,"vt","WastewaterSCAN",50007,"Chittenden",16000,"f7bb4e8e361d5c446f8e819014721095",2026-03-12,"24-hr time-weighted composite","post grit removal","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",7370.08937,"copies/g dry sludge",1100,"yes",7370.08937,NA,5e-05,"pepper mild mottle virus",145757763.52542,"copies/g dry sludge",123.7,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"137",137,137,738,"row-dd2i_2red~5dxi","rv-ng7e~sf82_ztqu",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"7b88d06e8505bd2bb237ae6d89d3574e",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"35361ef7431fb0cfa743edb9318e6635",2026-05-12,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",15444.94696,"copies/g dry sludge",1100,"yes",15444.94696,NA,4e-05,"pepper mild mottle virus",363942112.10256,"copies/g dry sludge",256.7,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"138",138,138,755,"row-efap_piru_zfeq","rv-xy85~8ivd-krjf",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"238e2827948bae2e566af4af54bcae71",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"4b2d278ba1d8599c1169cc08202f7e2b",2026-05-25,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",431118738.09524,"copies/g dry sludge",220.6,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"139",139,139,761,"row-wkx3.kpwy.8766","rv-jm8t.8b9x.5ep3",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"581fcc0545d246135f85fd306eb39a17",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"68771bb79c2ceb6cbce11afb696f8d59",2026-03-05,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",72557.88651,"copies/g dry sludge",1100,"yes",72557.88651,NA,0.00021,"pepper mild mottle virus",341999464.35273,"copies/g dry sludge",52.8,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"140",140,140,766,"row-viab.gezf.hk9k","rv-fqw7.zs3y~s9cf",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"0c2c7c19f4b203a4727d3114cffe501c",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"7ba29e9f49e8223399925030373c623a",2026-04-30,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",26933.42705,"copies/g dry sludge",1100,"yes",26933.42705,NA,7e-05,"pepper mild mottle virus",384655036.75096,"copies/g dry sludge",124.9,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"141",141,141,768,"row-qgnu_8j6v-3v9w","rv-bf4k~gejf~pxqs",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"a842f1b0bd20293b5d563fe69bdaac0f",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"bb9ee16c68e14ce5c772169f0adaae64",2026-01-21,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",22110.83791,"copies/g dry sludge",1100,"yes",22110.83791,NA,7e-05,"pepper mild mottle virus",297566731.76068,"copies/g dry sludge",151.8,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"142",142,142,777,"row-mzg9.inkp.sjg8","rv-bqi8_ixci_3nm3",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"a4677a86381cdf1265d1309b27f6bedb",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"1338edd36bf674ba78e8a0ef65caaf8c",2026-05-20,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",8159.94439,"copies/g dry sludge",1100,"yes",8159.94439,NA,1e-05,"pepper mild mottle virus",596075254.52681,"copies/g dry sludge",150,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"143",143,143,780,"row-fg2h.8jra.znnd","rv-xu3i-nms9-vheg",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"7e1b9d7e068de9c86219dc9a26afb47b",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"c13aeaf9b09ac83302231853810d5be0",2026-05-11,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",17030.01753,"copies/g dry sludge",1100,"yes",17030.01753,NA,7e-05,"pepper mild mottle virus",248568416.69096,"copies/g dry sludge",114.6,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"144",144,144,793,"row-khc9-vptv-4c5s","rv-xqt7-3gxv-4w9p",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"7f374104f7c0c093a01eef067a6d4b50",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"abe007b4081dc73e6c3d5e60c1653af8",2026-06-02,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",2864.7388,"copies/g dry sludge",1100,"yes",2864.7388,NA,1e-05,"pepper mild mottle virus",309751100.1519,"copies/g dry sludge",218.6,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"145",145,145,799,"row-wr28~bidy_uywz","rv-n8yf_umgu-duq4",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"c69830db44d92ad98ce4d1febf170c92",1966,"vt","WastewaterSCAN",50007,"Chittenden",16000,"874b41dd1ee6a360b2d563f0f9152458",2026-04-07,"24-hr time-weighted composite","post grit removal","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",12496.20467,"copies/g dry sludge",1100,"yes",12496.20467,NA,3e-05,"pepper mild mottle virus",466244393.83704,"copies/g dry sludge",136.8,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"146",146,146,804,"row-nx9h~2vis.3hnj","rv-8844~2728~nphj",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"f9afc68dbe9a9fa188484bd97ce3434c",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"cb2e52b534f7452147f92ca6945923cf",2026-03-19,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",48680.7711,"copies/g dry sludge",1100,"yes",48680.7711,NA,0.00017,"pepper mild mottle virus",279805002.26415,"copies/g dry sludge",167.1,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"147",147,147,806,"row-m5i9-tnpb~edpg","rv-phnq.atma~hiy9",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"b4565dc22a9f9f040ba9b9388e7f7f37",1966,"vt","WastewaterSCAN",50007,"Chittenden",16000,"7b8d218bc822be44e45594ab804a91f1",2026-06-04,"24-hr time-weighted composite","post grit removal","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",300572807.58763,"copies/g dry sludge",265,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"148",148,148,812,"row-eazp.q9ez-tphn","rv-5jw2-jeeq.hcnu",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"91e7c0ecf9d2ea67499abd7cb773e85f",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"a8536cea12ecf5335fd212e0106ee05b",2026-01-09,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",20574.54583,"copies/g dry sludge",1100,"yes",20574.54583,NA,7e-05,"pepper mild mottle virus",285352642.95292,"copies/g dry sludge",85.4,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"149",149,149,816,"row-q5xt~ex2k-qwut","rv-kcf3~8zcj-u36y",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"754defd7a83c765f8bd8804e6f604487",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"ddfedf4231ca44740a2e3a01a613b6eb",2026-01-05,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",4342.32859,"copies/g dry sludge",1100,"yes",4342.32859,NA,2e-05,"pepper mild mottle virus",203456112.71735,"copies/g dry sludge",130.1,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"150",150,150,817,"row-5qe4~czsi~nx67","rv-zj9v~sfmv~hc72",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"526f4841d8f479d498af0da0ee0b6f63",1967,"vt","CDC_Verily",50007,"Chittenden",25000,"bac2c9386c73775a7d4966d4360ef9a2",2026-05-12,"24-hr flow-weighted composite","post grit removal","wwtp",0,"ceres nanotrap","no","ddpcr","thermo magmax viral/pathogen nucleic acid isolation kit",2,"no","no","no","rsv","rsv-a and rsv-b combined",3430.86861,"copies/l wastewater",1500,"yes",3430.86861,NA,5e-05,"pepper mild mottle virus",72998859.10154,"copies/l wastewater",79.3,"bcov vaccine","clarified sample",5,2026-07-24 11:01:00,2026
"151",151,151,828,"row-setb~gecf-6z6w","rv-a35r~b9wt.hi59",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"45ff09e9ebce5cff9ae2b1ee95c1cec3",1966,"vt","WastewaterSCAN",50007,"Chittenden",16000,"342ba981e410396d7fa6355a43e0e2ae",2026-03-24,"24-hr time-weighted composite","post grit removal","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",9373.66069,"copies/g dry sludge",1100,"yes",9373.66069,NA,2e-05,"pepper mild mottle virus",550947365.61403,"copies/g dry sludge",117.8,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"152",152,152,830,"row-5w47-eicf_mw4x","rv-9y4n.ggbj-5xjv",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"27549673700555c9f6d52c066516d973",1967,"vt","CDC_Verily",50007,"Chittenden",25000,"2cb310fafebeb2cf19b36836e1aec6d9",2026-06-23,"24-hr flow-weighted composite","post grit removal","wwtp",0,"ceres nanotrap","no","ddpcr","thermo magmax viral/pathogen nucleic acid isolation kit",2,"no","no","no","rsv","rsv-a and rsv-b combined",0,"copies/l wastewater",1500,"no",750,NA,2e-05,"pepper mild mottle virus",30439434.33846,"copies/l wastewater",49.4,"bcov vaccine","clarified sample",5,2026-07-24 11:01:00,2026
"153",153,153,836,"row-nhg6.3qnw~4j5q","rv-xdz7~hmb7-kjcf",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"4af71c9a54f2c2170bf96eda4e556efb",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"133aba754d8cc1dcf3984f549fc27303",2026-05-11,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",10133.95618,"copies/g dry sludge",1100,"yes",10133.95618,NA,3e-05,"pepper mild mottle virus",346684960.59864,"copies/g dry sludge",97,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"154",154,154,842,"row-ug2x.x5bx.ywby","rv-mhjb.xt9a.ggse",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"36537587fce6df3ba44612e46efa8e80",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"6cdd04e1e09310072764402c2e688beb",2026-01-12,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",6891.18327,"copies/g dry sludge",1100,"yes",6891.18327,NA,2e-05,"pepper mild mottle virus",304793370.31776,"copies/g dry sludge",201.2,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"155",155,155,845,"row-a9v6-fey5_g8fx","rv-deyi_fgpp.fdhq",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"acbc5f32805c19ac9f520bd8d3f083d5",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"859fa33ab8e51b7f98b795ef686899c2",2026-02-18,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",46791.96097,"copies/g dry sludge",1100,"yes",46791.96097,NA,0.00018,"pepper mild mottle virus",257384091.30667,"copies/g dry sludge",177.2,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
